Country Name,Country Code,Series Name,Series Code,2019
Dominica,DMA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92
Dominica,DMA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Dominica,DMA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Dominica,DMA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Dominica,DMA,"International tourism, number of arrivals",ST.INT.ARVL,322000
Dominica,DMA,"International tourism, number of departures",ST.INT.DPRT,..
Dominican Republic,DOM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.81999969
Dominican Republic,DOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.779999733
Dominican Republic,DOM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.40000153
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.360000134
Dominican Republic,DOM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,21
Dominican Republic,DOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Dominican Republic,DOM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,87
Dominican Republic,DOM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,89
Dominican Republic,DOM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Dominican Republic,DOM,"International tourism, number of arrivals",ST.INT.ARVL,7550000
Dominican Republic,DOM,"International tourism, number of departures",ST.INT.DPRT,532000
Ecuador,ECU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.20999908
Ecuador,ECU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,29.73999977
Ecuador,ECU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,53.04000092
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.809999943
Ecuador,ECU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,25
Ecuador,ECU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,83
Ecuador,ECU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,85
Ecuador,ECU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85
Ecuador,ECU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Ecuador,ECU,"International tourism, number of arrivals",ST.INT.ARVL,2108000
Ecuador,ECU,"International tourism, number of departures",ST.INT.DPRT,1515000
"Egypt, Arab Rep.",EGY,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.94000053
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,20.62000084
"Egypt, Arab Rep.",EGY,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,52.43999863
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.729999542
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Egypt, Arab Rep.",EGY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
"Egypt, Arab Rep.",EGY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
"Egypt, Arab Rep.",EGY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
"Egypt, Arab Rep.",EGY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
"Egypt, Arab Rep.",EGY,"International tourism, number of arrivals",ST.INT.ARVL,13026000
"Egypt, Arab Rep.",EGY,"International tourism, number of departures",ST.INT.DPRT,..
El Salvador,SLV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.51000023
El Salvador,SLV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,16.29000092
El Salvador,SLV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,61.20000076
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.960000038
El Salvador,SLV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,22.8
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82
El Salvador,SLV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,81
El Salvador,SLV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,81
El Salvador,SLV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
El Salvador,SLV,"International tourism, number of arrivals",ST.INT.ARVL,2639000
El Salvador,SLV,"International tourism, number of departures",ST.INT.DPRT,1899000
Equatorial Guinea,GNQ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.35000038
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,39.50999832
Equatorial Guinea,GNQ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,41.13999939
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.949999809
Equatorial Guinea,GNQ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Equatorial Guinea,GNQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,53
Equatorial Guinea,GNQ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,53
Equatorial Guinea,GNQ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,53
Equatorial Guinea,GNQ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Equatorial Guinea,GNQ,"International tourism, number of arrivals",ST.INT.ARVL,..
Equatorial Guinea,GNQ,"International tourism, number of departures",ST.INT.DPRT,..
Eritrea,ERI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,7.289999962
Eritrea,ERI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,63.11999893
Eritrea,ERI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,29.59000015
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.340000153
Eritrea,ERI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Eritrea,ERI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Eritrea,ERI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
Eritrea,ERI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Eritrea,ERI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Eritrea,ERI,"International tourism, number of arrivals",ST.INT.ARVL,..
Eritrea,ERI,"International tourism, number of departures",ST.INT.DPRT,..
Estonia,EST,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.70000076
Estonia,EST,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.170000076
Estonia,EST,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.12999725
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.449999809
Estonia,EST,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Estonia,EST,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88
Estonia,EST,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91
Estonia,EST,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Estonia,EST,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Estonia,EST,"International tourism, number of arrivals",ST.INT.ARVL,6103000
Estonia,EST,"International tourism, number of departures",ST.INT.DPRT,1702000
Eswatini,SWZ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.38999939
Eswatini,SWZ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,12.14999962
Eswatini,SWZ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.45999908
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.23999977
Eswatini,SWZ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Eswatini,SWZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,81
Eswatini,SWZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,90
Eswatini,SWZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90
Eswatini,SWZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Eswatini,SWZ,"International tourism, number of arrivals",ST.INT.ARVL,1226000
Eswatini,SWZ,"International tourism, number of departures",ST.INT.DPRT,1721000
Ethiopia,ETH,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.319999695
Ethiopia,ETH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,66.62999725
Ethiopia,ETH,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,24.04999924
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.039999962
Ethiopia,ETH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Ethiopia,ETH,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,58
Ethiopia,ETH,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,68
Ethiopia,ETH,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,69
Ethiopia,ETH,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Ethiopia,ETH,"International tourism, number of arrivals",ST.INT.ARVL,812000
Ethiopia,ETH,"International tourism, number of departures",ST.INT.DPRT,..
Faroe Islands,FRO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Faroe Islands,FRO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Faroe Islands,FRO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Faroe Islands,FRO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Faroe Islands,FRO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Faroe Islands,FRO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Faroe Islands,FRO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Faroe Islands,FRO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Faroe Islands,FRO,"International tourism, number of arrivals",ST.INT.ARVL,..
Faroe Islands,FRO,"International tourism, number of departures",ST.INT.DPRT,..
Fiji,FJI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.14000034
Fiji,FJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,17.61000061
Fiji,FJI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.26000214
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.110000134
Fiji,FJI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Fiji,FJI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Fiji,FJI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Fiji,FJI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Fiji,FJI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Fiji,FJI,"International tourism, number of arrivals",ST.INT.ARVL,969000
Fiji,FJI,"International tourism, number of departures",ST.INT.DPRT,174000
Finland,FIN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.63999939
Finland,FIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.779999971
Finland,FIN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,74.58000183
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.699999809
Finland,FIN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Finland,FIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Finland,FIN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Finland,FIN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Finland,FIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Finland,FIN,"International tourism, number of arrivals",ST.INT.ARVL,3290000
Finland,FIN,"International tourism, number of departures",ST.INT.DPRT,10440000
France,FRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.43000031
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.529999971
France,FRA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.04000092
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.43999958
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
France,FRA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91
France,FRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
France,FRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
France,FRA,"International tourism, number of arrivals",ST.INT.ARVL,..
France,FRA,"International tourism, number of departures",ST.INT.DPRT,49276000
French Polynesia,PYF,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.63999939
French Polynesia,PYF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.829999924
French Polynesia,PYF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,76.54000092
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.72000027
French Polynesia,PYF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
French Polynesia,PYF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
French Polynesia,PYF,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
French Polynesia,PYF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
French Polynesia,PYF,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
French Polynesia,PYF,"International tourism, number of arrivals",ST.INT.ARVL,300000
French Polynesia,PYF,"International tourism, number of departures",ST.INT.DPRT,63000
Gabon,GAB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,10.73999977
Gabon,GAB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,29.95999908
Gabon,GAB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,59.29999924
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.63999939
Gabon,GAB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Gabon,GAB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,62
Gabon,GAB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,70
Gabon,GAB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,70
Gabon,GAB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Gabon,GAB,"International tourism, number of arrivals",ST.INT.ARVL,..
Gabon,GAB,"International tourism, number of departures",ST.INT.DPRT,..
"Gambia, The",GMB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.01000023
"Gambia, The",GMB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.03000069
"Gambia, The",GMB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,57.95999908
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.93999958
"Gambia, The",GMB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Gambia, The",GMB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85
"Gambia, The",GMB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,88
"Gambia, The",GMB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88
"Gambia, The",GMB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
"Gambia, The",GMB,"International tourism, number of arrivals",ST.INT.ARVL,619000
"Gambia, The",GMB,"International tourism, number of departures",ST.INT.DPRT,..
Georgia,GEO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.26000023
Georgia,GEO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,38.15000153
Georgia,GEO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.59000015
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.56999969
Georgia,GEO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,19.5
Georgia,GEO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Georgia,GEO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,94
Georgia,GEO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94
Georgia,GEO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Georgia,GEO,"International tourism, number of arrivals",ST.INT.ARVL,7726000
Georgia,GEO,"International tourism, number of departures",ST.INT.DPRT,3780000
Germany,DEU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.18000031
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.210000038
Germany,DEU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,71.61000061
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.140000105
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Germany,DEU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,87
Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Germany,DEU,"International tourism, number of arrivals",ST.INT.ARVL,39563000
Germany,DEU,"International tourism, number of departures",ST.INT.DPRT,..
Ghana,GHA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.04999924
Ghana,GHA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,29.75
Ghana,GHA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,49.20999908
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.119999886
Ghana,GHA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Ghana,GHA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92
Ghana,GHA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Ghana,GHA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97
Ghana,GHA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Ghana,GHA,"International tourism, number of arrivals",ST.INT.ARVL,..
Ghana,GHA,"International tourism, number of departures",ST.INT.DPRT,..
Gibraltar,GIB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Gibraltar,GIB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Gibraltar,GIB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Gibraltar,GIB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Gibraltar,GIB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Gibraltar,GIB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Gibraltar,GIB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Gibraltar,GIB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Gibraltar,GIB,"International tourism, number of arrivals",ST.INT.ARVL,..
Gibraltar,GIB,"International tourism, number of departures",ST.INT.DPRT,..
Greece,GRC,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.34000015
Greece,GRC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,11.60000038
Greece,GRC,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,73.05999756
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.30999947
Greece,GRC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Greece,GRC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Greece,GRC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,96
Greece,GRC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Greece,GRC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Greece,GRC,"International tourism, number of arrivals",ST.INT.ARVL,34005000
Greece,GRC,"International tourism, number of departures",ST.INT.DPRT,7848000
Greenland,GRL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Greenland,GRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Greenland,GRL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greenland,GRL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Greenland,GRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Greenland,GRL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Greenland,GRL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Greenland,GRL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Greenland,GRL,"International tourism, number of arrivals",ST.INT.ARVL,..
Greenland,GRL,"International tourism, number of departures",ST.INT.DPRT,..
Grenada,GRD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Grenada,GRD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Grenada,GRD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Grenada,GRD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94
Grenada,GRD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,94
Grenada,GRD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
Grenada,GRD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Grenada,GRD,"International tourism, number of arrivals",ST.INT.ARVL,526000
Grenada,GRD,"International tourism, number of departures",ST.INT.DPRT,..
Guam,GUM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.53999996
Guam,GUM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,0.230000004
Guam,GUM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,84.23000336
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.650000095
Guam,GUM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Guam,GUM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Guam,GUM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Guam,GUM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Guam,GUM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Guam,GUM,"International tourism, number of arrivals",ST.INT.ARVL,1667000
Guam,GUM,"International tourism, number of departures",ST.INT.DPRT,..
Guatemala,GTM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.72999954
Guatemala,GTM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,31.29999924
Guatemala,GTM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,49.97999954
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.359999895
Guatemala,GTM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Guatemala,GTM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Guatemala,GTM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,86
Guatemala,GTM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85
Guatemala,GTM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Guatemala,GTM,"International tourism, number of arrivals",ST.INT.ARVL,2560000
Guatemala,GTM,"International tourism, number of departures",ST.INT.DPRT,1703000
Guinea,GIN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,5.789999962
Guinea,GIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,60.65000153
Guinea,GIN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,33.56000137
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.139999866
Guinea,GIN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Guinea,GIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,47
Guinea,GIN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,47
Guinea,GIN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,47
Guinea,GIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Guinea,GIN,"International tourism, number of arrivals",ST.INT.ARVL,..
Guinea,GIN,"International tourism, number of departures",ST.INT.DPRT,..
Guinea-Bissau,GNB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.609999657
Guinea-Bissau,GNB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,60.47999954
